HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeTeam_label,AwayTeam_label,FullTimeResult_label,HalfTimeResult_label
Brighton,Wolves,D,2,2,D,9,45,1,1
West Ham,Arsenal,A,1,0,H,43,0,0,2
Leicester,Norwich,D,1,1,D,23,30,1,1
Sheffield United,Aston Villa,H,0,0,D,35,1,2,1
Southampton,West Ham,A,0,1,A,36,43,0,0
Wolves,Tottenham,A,0,1,A,45,40,0,0
Crystal Palace,Brighton,D,0,0,D,15,9,1,1
Aston Villa,Southampton,A,0,2,A,1,36,0,0
Bournemouth,Burnley,A,0,0,D,6,10,0,1
Brighton,Sheffield United,A,0,1,A,9,35,0,0
Norwich,Wolves,A,1,0,H,30,45,0,2
Watford,Man United,H,0,0,D,41,27,2,1
Tottenham,Chelsea,A,0,2,A,40,13,0,0
Tottenham,Brighton,H,0,1,A,40,9,2,0
Aston Villa,Norwich,H,0,0,D,1,30,2,1
Bournemouth,Arsenal,D,1,0,H,6,0,1,2
Chelsea,Southampton,A,0,1,A,13,36,0,0
Crystal Palace,West Ham,H,0,0,D,15,43,2,1
Sheffield United,Watford,D,1,1,D,35,41,1,1
Leicester,Liverpool,A,0,1,A,23,24,0,0
Wolves,Man City,H,0,1,A,45,26,2,0
Brighton,Bournemouth,H,1,0,H,9,6,2,2
Watford,Aston Villa,H,1,0,H,41,1,2,2
West Ham,Leicester,A,1,1,D,43,23,0,1
Burnley,Man United,A,0,1,A,10,27,0,0
Arsenal,Chelsea,A,1,0,H,0,13,0,2
Man City,Sheffield United,H,0,0,D,26,35,2,1
Brighton,Chelsea,D,0,1,A,9,13,1,0
Burnley,Aston Villa,A,0,2,A,10,1,0,0
Newcastle,Leicester,A,0,2,A,29,23,0,0
Southampton,Tottenham,H,1,0,H,36,40,2,2
Watford,Wolves,H,1,0,H,41,45,2,2
West Ham,Bournemouth,H,3,0,H,43,6,2,2
Arsenal,Man United,H,2,0,H,0,27,2,2
Liverpool,Sheffield United,H,1,0,H,24,35,2,2
Sheffield United,West Ham,H,0,0,D,35,43,2,1
Crystal Palace,Arsenal,D,0,1,A,15,0,1,0
Everton,Brighton,H,1,0,H,17,9,2,2
Leicester,Southampton,A,1,1,D,23,36,0,1
Bournemouth,Watford,A,0,1,A,6,41,0,0
Aston Villa,Man City,A,0,4,A,1,26,0,0
Arsenal,Sheffield United,D,1,0,H,0,35,1,2
Brighton,Aston Villa,D,1,0,H,9,1,1,2
Man City,Crystal Palace,D,0,1,A,26,15,1,0
Southampton,Wolves,A,2,0,H,36,45,0,2
Burnley,Leicester,H,0,1,A,10,23,2,0
Aston Villa,Watford,H,0,1,A,1,41,2,0
Bournemouth,Brighton,H,2,0,H,6,9,2,2
Leicester,West Ham,H,2,0,H,23,43,2,2
Man United,Burnley,A,0,1,A,27,10,0,0
Bournemouth,Aston Villa,H,2,0,H,6,1,2,2
Crystal Palace,Sheffield United,A,0,0,D,15,35,0,1
Liverpool,Southampton,H,0,0,D,24,36,2,1
Newcastle,Norwich,D,0,0,D,29,30,1,1
Watford,Everton,A,2,2,D,41,17,0,1
West Ham,Brighton,D,2,0,H,43,9,1,2
Man United,Wolves,D,0,0,D,27,45,1,1
Burnley,Arsenal,D,0,0,D,10,0,1,1
Tottenham,Man City,H,0,0,D,40,26,2,1
Brighton,Watford,D,0,1,A,9,41,1,0
Sheffield United,Bournemouth,H,1,1,D,35,6,2,1
Wolves,Leicester,D,0,0,D,45,23,1,1
Southampton,Burnley,A,1,1,D,36,10,0,1
Aston Villa,Tottenham,A,1,2,A,1,40,0,0
Chelsea,Man United,A,0,1,A,13,27,0,0
Burnley,Bournemouth,H,0,0,D,10,6,2,1
Crystal Palace,Newcastle,H,1,0,H,15,29,2,2
Sheffield United,Brighton,D,1,1,D,35,9,1,1
Southampton,Aston Villa,H,1,0,H,36,1,2,2
Leicester,Man City,A,0,0,D,23,26,0,1
Wolves,Norwich,H,2,0,H,45,30,2,2
Norwich,Leicester,H,0,0,D,30,23,2,1
Brighton,Crystal Palace,A,0,0,D,9,15,0,1
Bournemouth,Chelsea,D,0,1,A,6,13,1,0
Watford,Liverpool,H,0,0,D,41,24,2,1
Tottenham,Wolves,A,2,1,H,40,45,0,2
Liverpool,Bournemouth,H,2,1,H,24,6,2,2
Crystal Palace,Watford,H,1,0,H,15,41,2,2
Sheffield United,Norwich,H,1,0,H,35,30,2,2
Southampton,Newcastle,A,0,0,D,36,29,0,1
Burnley,Tottenham,D,1,0,H,10,40,1,2
Aston Villa,Sheffield United,D,0,0,D,1,35,1,1
Norwich,Southampton,A,0,0,D,30,36,0,1
Watford,Leicester,D,0,0,D,41,23,1,1
Brighton,Arsenal,H,0,0,D,9,0,2,1
Bournemouth,Crystal Palace,A,0,2,A,6,15,0,0
Newcastle,Sheffield United,H,0,0,D,29,35,2,1
Man City,Burnley,H,3,0,H,26,10,2,2
Leicester,Brighton,D,0,0,D,23,9,1,1
Man United,Sheffield United,H,2,0,H,27,35,2,2
Norwich,Everton,A,0,0,D,30,17,0,1
Wolves,Bournemouth,H,0,0,D,45,6,2,1
Liverpool,Crystal Palace,H,2,0,H,24,15,2,2
Burnley,Watford,H,0,0,D,10,41,2,1
Aston Villa,Wolves,A,0,0,D,1,45,0,1
Watford,Southampton,A,0,1,A,41,36,0,0
Crystal Palace,Burnley,A,0,0,D,15,10,0,1
Brighton,Man United,A,0,2,A,9,27,0,0
Arsenal,Norwich,H,2,0,H,0,30,2,2
Bournemouth,Newcastle,A,0,2,A,6,29,0,0
West Ham,Chelsea,H,1,1,D,43,13,2,1
Sheffield United,Tottenham,H,1,0,H,35,40,2,2
Man City,Liverpool,H,3,0,H,26,24,2,2
Norwich,Brighton,A,0,1,A,30,9,0,0
Burnley,Sheffield United,D,1,0,H,10,35,1,2
Liverpool,Aston Villa,H,0,0,D,24,1,2,1
Southampton,Man City,H,1,0,H,36,26,2,2
Crystal Palace,Chelsea,A,1,2,A,15,13,0,0
Watford,Norwich,H,1,1,D,41,30,2,1
Arsenal,Leicester,D,1,0,H,0,23,1,2
Sheffield United,Wolves,H,0,0,D,35,45,2,1
West Ham,Burnley,A,0,1,A,43,10,0,0
Brighton,Liverpool,A,1,2,A,9,24,0,0
Everton,Southampton,D,1,1,D,17,36,1,1
Norwich,West Ham,A,0,2,A,30,43,0,0
Watford,Newcastle,H,0,1,A,41,29,2,0
Liverpool,Burnley,D,1,0,H,24,10,1,2
Sheffield United,Chelsea,H,2,0,H,35,13,2,2
Brighton,Man City,A,0,2,A,9,26,0,0
Wolves,Everton,H,1,0,H,45,17,2,2
Aston Villa,Crystal Palace,H,1,0,H,1,15,2,2
Tottenham,Arsenal,H,1,1,D,40,0,2,1
Bournemouth,Leicester,H,0,1,A,6,23,2,0
Man United,Southampton,D,2,1,H,27,36,1,2
Burnley,Wolves,D,0,0,D,10,45,1,1
Arsenal,Liverpool,H,2,1,H,0,24,2,2
Leicester,Sheffield United,H,1,0,H,23,35,2,2
West Ham,Watford,H,3,0,H,43,41,2,2
Norwich,Burnley,A,0,1,A,30,10,0,0
Bournemouth,Southampton,A,0,1,A,6,36,0,0
Tottenham,Leicester,H,3,0,H,40,23,2,2
Brighton,Newcastle,D,0,0,D,9,29,1,1
Sheffield United,Everton,A,0,0,D,35,17,0,1
Wolves,Crystal Palace,H,1,0,H,45,15,2,2
Watford,Man City,A,0,2,A,41,26,0,0
Aston Villa,Arsenal,H,1,0,H,1,0,2,2
Man United,West Ham,D,0,1,A,27,43,1,0
Liverpool,Chelsea,H,3,1,H,24,13,2,2
Arsenal,Watford,H,3,1,H,0,41,2,2
Burnley,Brighton,A,1,1,D,10,9,0,1
Chelsea,Wolves,H,2,0,H,13,45,2,2
Crystal Palace,Tottenham,D,0,1,A,15,40,1,0
Everton,Bournemouth,A,1,2,A,17,6,0,0
Man City,Norwich,H,2,0,H,26,30,2,2
Newcastle,Liverpool,A,1,1,D,29,24,0,1
Southampton,Sheffield United,H,0,1,A,36,35,2,0
Liverpool,Leeds,H,3,2,H,24,22,2,2
West Brom,Leicester,A,0,0,D,42,23,0,1
Brighton,Chelsea,A,0,1,A,9,13,0,0
Sheffield United,Wolves,A,0,2,A,35,45,0,0
Everton,West Brom,H,2,1,H,17,42,2,2
Leeds,Fulham,H,2,1,H,22,18,2,2
Newcastle,Brighton,A,0,2,A,29,9,0,0
Aston Villa,Sheffield United,H,0,0,D,1,35,2,1
Wolves,Man City,A,0,2,A,45,26,0,0
Brighton,Man United,A,1,1,D,9,27,0,1
Crystal Palace,Everton,A,1,2,A,15,17,0,0
West Brom,Chelsea,D,3,0,H,42,13,1,2
Burnley,Southampton,A,0,1,A,10,36,0,0
Sheffield United,Leeds,A,0,0,D,35,22,0,1
Tottenham,Newcastle,D,1,0,H,40,29,1,2
Man City,Leicester,A,1,1,D,26,23,0,1
West Ham,Wolves,H,1,0,H,43,45,2,2
Liverpool,Arsenal,H,2,1,H,24,0,2,2
Everton,Brighton,H,2,1,H,17,9,2,2
Leeds,Man City,D,0,1,A,22,26,1,0
Newcastle,Burnley,H,1,0,H,29,10,2,2
Leicester,West Ham,A,0,2,A,23,43,0,0
Man United,Tottenham,A,1,4,A,27,40,0,0
Aston Villa,Liverpool,H,4,1,H,1,24,2,2
Chelsea,Southampton,D,2,1,H,13,36,1,2
Sheffield United,Fulham,D,0,0,D,35,18,1,1
Crystal Palace,Brighton,D,1,0,H,15,9,1,2
Tottenham,West Ham,D,3,0,H,40,43,1,2
West Brom,Burnley,D,0,0,D,42,10,1,1
Leeds,Wolves,A,0,0,D,22,45,0,1
Aston Villa,Leeds,A,0,0,D,1,22,0,1
West Ham,Man City,D,1,0,H,43,26,1,2
Liverpool,Sheffield United,H,1,1,D,24,35,2,1
Arsenal,Leicester,A,0,0,D,0,23,0,1
Brighton,West Brom,D,1,0,H,9,42,1,2
Wolves,Crystal Palace,H,2,0,H,45,15,2,2
Sheffield United,Man City,A,0,1,A,35,26,0,0
Aston Villa,Southampton,A,0,3,A,1,36,0,0
Leeds,Leicester,A,0,2,A,22,23,0,0
Everton,Man United,A,1,2,A,17,27,0,0
Crystal Palace,Leeds,H,3,1,H,15,22,2,2
Chelsea,Sheffield United,H,2,1,H,13,35,2,2
Leicester,Wolves,H,1,0,H,23,45,2,2
Arsenal,Aston Villa,A,0,1,A,0,1,0,0
Aston Villa,Brighton,A,0,1,A,1,9,0,0
Fulham,Everton,A,1,3,A,18,17,0,0
Sheffield United,West Ham,A,0,0,D,35,43,0,1
Leeds,Arsenal,D,0,0,D,22,0,1,1
Liverpool,Leicester,H,2,0,H,24,23,2,2
Brighton,Liverpool,D,0,0,D,9,24,1,1
Everton,Leeds,A,0,0,D,17,22,0,1
West Brom,Sheffield United,H,1,0,H,42,35,2,2
Southampton,Man United,A,2,0,H,36,27,0,2
Arsenal,Wolves,A,1,2,A,0,45,0,0
Leicester,Fulham,A,0,2,A,23,18,0,0
West Ham,Aston Villa,H,1,1,D,43,1,2,1
Burnley,Everton,D,1,1,D,10,17,1,1
Chelsea,Leeds,H,1,1,D,13,22,2,1
West Brom,Crystal Palace,A,1,1,D,42,15,0,1
Sheffield United,Leicester,A,1,1,D,35,23,0,1
Brighton,Southampton,A,1,1,D,9,36,0,1
Leeds,West Ham,A,1,1,D,22,43,0,1
Wolves,Aston Villa,A,0,0,D,45,1,0,1
Southampton,Sheffield United,H,1,0,H,36,35,2,2
Fulham,Liverpool,D,1,0,H,18,24,1,2
Arsenal,Burnley,A,0,0,D,0,10,0,1
Leicester,Brighton,H,3,0,H,23,9,2,2
Wolves,Chelsea,H,0,0,D,45,13,2,1
Man City,West Brom,D,1,1,D,26,42,1,1
Arsenal,Southampton,D,0,1,A,0,36,1,0
Leeds,Newcastle,H,1,1,D,22,29,2,1
Leicester,Everton,A,0,1,A,23,17,0,0
Fulham,Brighton,D,0,0,D,18,9,1,1
West Ham,Crystal Palace,D,0,1,A,43,15,1,0
Aston Villa,Burnley,D,0,0,D,1,10,1,1
Sheffield United,Man United,A,1,2,A,35,27,0,0
Crystal Palace,Liverpool,A,0,3,A,15,24,0,0
Everton,Arsenal,H,2,1,H,17,0,2,2
Brighton,Sheffield United,D,0,0,D,9,35,1,1
Tottenham,Leicester,A,0,1,A,40,23,0,0
Man United,Leeds,H,4,1,H,27,22,2,2
West Brom,Aston Villa,A,0,1,A,42,1,0,0
Fulham,Southampton,D,0,0,D,18,36,1,1
Leeds,Burnley,H,1,0,H,22,10,2,2
West Ham,Brighton,D,0,1,A,43,9,1,0
Liverpool,West Brom,D,1,0,H,24,42,1,2
Wolves,Tottenham,D,0,1,A,45,40,1,0
Crystal Palace,Leicester,D,0,0,D,15,23,1,1
Chelsea,Aston Villa,D,1,0,H,13,1,1,2
Brighton,Arsenal,A,0,0,D,9,0,0,1
Burnley,Sheffield United,H,1,0,H,10,35,2,2
West Brom,Leeds,A,0,4,A,42,22,0,0
Newcastle,Liverpool,D,0,0,D,29,24,1,1
Everton,West Ham,A,0,0,D,17,43,0,1
Crystal Palace,Sheffield United,H,2,0,H,15,35,2,2
Brighton,Wolves,D,1,3,A,9,45,1,0
West Brom,Arsenal,A,0,2,A,42,0,0,0
Newcastle,Leicester,A,0,0,D,29,23,0,1
Chelsea,Man City,A,0,3,A,13,26,0,0
Southampton,Liverpool,H,1,0,H,36,24,2,2
Sheffield United,Newcastle,H,0,0,D,35,29,2,1
Wolves,Everton,A,1,1,D,45,17,0,1
Tottenham,Fulham,D,1,0,H,40,18,1,2
Arsenal,Crystal Palace,D,0,0,D,0,15,1,1
Wolves,West Brom,A,2,1,H,45,42,0,2
Leeds,Brighton,A,0,1,A,22,9,0,0
Sheffield United,Tottenham,A,0,2,A,35,40,0,0
West Ham,West Brom,H,1,0,H,43,42,2,2
Leicester,Chelsea,H,2,0,H,23,13,2,2
Liverpool,Burnley,A,0,0,D,24,10,0,1
Crystal Palace,West Ham,A,1,2,A,15,43,0,0
Southampton,Arsenal,A,1,2,A,36,0,0,0
West Brom,Man City,A,0,4,A,42,26,0,0
Burnley,Aston Villa,H,0,1,A,10,1,2,0
Brighton,Fulham,D,0,0,D,9,18,1,1
Everton,Leicester,D,1,0,H,17,23,1,2
Man United,Sheffield United,A,0,1,A,27,35,0,0
Everton,Newcastle,A,0,0,D,17,29,0,1
Crystal Palace,Wolves,H,0,0,D,15,45,2,1
Man City,Sheffield United,H,1,0,H,26,35,2,2
Leicester,Leeds,A,1,1,D,23,22,0,1
Brighton,Tottenham,H,1,0,H,9,40,2,2
Sheffield United,West Brom,H,0,1,A,35,42,2,0
Wolves,Arsenal,H,1,1,D,45,0,2,1
Man United,Southampton,H,4,0,H,27,36,2,2
Newcastle,Crystal Palace,A,1,2,A,29,15,0,0
Burnley,Man City,A,0,2,A,10,26,0,0
Fulham,Leicester,A,0,2,A,18,23,0,0
Leeds,Everton,A,0,2,A,22,17,0,0
Liverpool,Brighton,A,0,0,D,24,9,0,1
Burnley,Brighton,D,0,1,A,10,9,1,0
Man United,Everton,D,2,0,H,27,17,1,2
Leeds,Crystal Palace,H,1,0,H,22,15,2,2
Crystal Palace,Burnley,A,0,2,A,15,10,0,0
Brighton,Aston Villa,D,0,0,D,9,1,1,1
Southampton,Wolves,A,1,0,H,36,45,0,2
West Brom,Man United,D,1,1,D,42,27,1,1
Arsenal,Leeds,H,3,0,H,0,22,2,2
Everton,Fulham,A,0,0,D,17,18,0,1
Wolves,Leeds,H,0,0,D,45,22,2,1
Southampton,Chelsea,D,1,0,H,36,13,1,2
Liverpool,Everton,A,0,1,A,24,17,0,0
Fulham,Sheffield United,H,0,0,D,18,35,2,1
Aston Villa,Leicester,A,0,2,A,1,23,0,0
Man United,Newcastle,H,1,1,D,27,29,2,1
Brighton,Crystal Palace,A,0,1,A,9,15,0,0
Man City,West Ham,H,1,1,D,26,43,2,1
Newcastle,Wolves,D,0,0,D,29,45,1,1
Crystal Palace,Fulham,D,0,0,D,15,18,1,1
Burnley,Leicester,D,1,1,D,10,23,1,1
Sheffield United,Aston Villa,H,1,0,H,35,1,2,2
Fulham,Tottenham,A,0,1,A,18,40,0,0
Sheffield United,Southampton,A,0,1,A,35,36,0,0
Brighton,Leicester,A,1,0,H,9,23,0,2
Tottenham,Crystal Palace,H,1,1,D,40,15,2,1
West Ham,Leeds,H,2,0,H,43,22,2,2
Crystal Palace,West Brom,H,1,0,H,15,42,2,2
Everton,Burnley,A,1,2,A,17,10,0,0
Southampton,Brighton,A,1,1,D,36,9,0,1
Arsenal,Tottenham,H,1,1,D,0,40,2,1
Man United,West Ham,H,0,0,D,27,43,2,1
Fulham,Leeds,A,1,1,D,18,22,0,1
Brighton,Newcastle,H,1,0,H,9,29,2,2
West Ham,Arsenal,D,3,1,H,43,0,1,2
Chelsea,West Brom,A,1,2,A,13,42,0,0
Leeds,Sheffield United,H,1,1,D,22,35,2,1
Southampton,Burnley,H,2,2,D,36,10,2,1
Newcastle,Tottenham,D,1,2,A,29,40,1,0
Man United,Brighton,H,0,1,A,27,9,2,0
Wolves,West Ham,A,1,3,A,45,43,0,0
Fulham,Wolves,A,0,0,D,18,45,0,1
Liverpool,Aston Villa,H,0,1,A,24,1,2,0
Crystal Palace,Chelsea,A,0,3,A,15,13,0,0
Burnley,Newcastle,A,1,0,H,10,29,0,2
West Ham,Leicester,H,2,0,H,43,23,2,2
Tottenham,Man United,A,1,0,H,40,27,0,2
Sheffield United,Arsenal,A,0,1,A,35,0,0,0
West Brom,Southampton,H,2,0,H,42,36,2,2
Wolves,Sheffield United,H,0,0,D,45,35,2,1
Leeds,Liverpool,D,0,1,A,22,24,1,0
Chelsea,Brighton,D,0,0,D,13,9,1,1
Tottenham,Southampton,H,0,1,A,40,36,2,0
Aston Villa,Man City,A,1,2,A,1,26,0,0
Leicester,West Brom,H,3,0,H,23,42,2,2
Arsenal,Everton,A,0,0,D,0,17,0,1
Liverpool,Newcastle,D,1,0,H,24,29,1,2
Sheffield United,Brighton,H,1,0,H,35,9,2,2
Wolves,Burnley,A,0,3,A,45,10,0,0
Aston Villa,West Brom,D,1,1,D,1,42,1,1
Leicester,Crystal Palace,H,0,1,A,23,15,2,0
Brighton,Leeds,H,1,0,H,9,22,2,2
Tottenham,Sheffield United,H,1,0,H,40,35,2,2
Burnley,West Ham,A,1,2,A,10,43,0,0
Leicester,Newcastle,A,0,2,A,23,29,0,0
Leeds,Tottenham,H,2,1,H,22,40,2,2
Sheffield United,Crystal Palace,A,0,1,A,35,15,0,0
Wolves,Brighton,H,0,1,A,45,9,2,0
Fulham,Burnley,A,0,2,A,18,10,0,0
Man United,Leicester,A,1,1,D,27,23,0,1
Chelsea,Arsenal,A,0,1,A,13,0,0,0
Newcastle,Man City,A,2,2,D,29,26,0,1
Burnley,Leeds,A,0,1,A,10,22,0,0
Southampton,Fulham,H,1,0,H,36,18,2,2
Crystal Palace,Aston Villa,H,1,2,A,15,1,2,0
Tottenham,Wolves,H,1,0,H,40,45,2,2
West Brom,Liverpool,A,1,1,D,42,24,0,1
Man United,Fulham,D,1,0,H,27,18,1,2
Brighton,Man City,H,0,1,A,9,26,2,0
Everton,Wolves,H,0,0,D,17,45,2,1
Newcastle,Sheffield United,H,1,0,H,29,35,2,2
Tottenham,Aston Villa,A,1,2,A,40,1,0,0
Burnley,Liverpool,A,0,1,A,10,24,0,0
West Brom,West Ham,A,1,1,D,42,43,0,1
Arsenal,Brighton,H,0,0,D,0,9,2,1
Fulham,Newcastle,A,0,1,A,18,29,0,0
Leeds,West Brom,H,2,0,H,22,42,2,2
Leicester,Tottenham,A,1,1,D,23,40,0,1
Liverpool,Crystal Palace,H,1,0,H,24,15,2,2
Man City,Everton,H,2,0,H,26,17,2,2
Sheffield United,Burnley,H,1,0,H,35,10,2,2
West Ham,Southampton,H,2,0,H,43,36,2,2
Wolves,Man United,A,1,2,A,45,27,0,0
Brentford,Arsenal,H,1,0,H,8,0,2,2
Burnley,Brighton,A,1,0,H,10,9,0,2
Watford,Aston Villa,H,2,0,H,41,1,2,2
Norwich,Liverpool,A,0,1,A,30,24,0,0
Newcastle,West Ham,A,2,1,H,29,43,0,2
Crystal Palace,Brentford,D,0,0,D,15,8,1,1
Leeds,Everton,D,1,1,D,22,17,1,1
Brighton,Watford,H,2,0,H,9,41,2,2
Man City,Arsenal,H,3,0,H,26,0,2,2
Aston Villa,Brentford,D,1,1,D,1,8,1,1
Brighton,Everton,A,0,1,A,9,17,0,0
Newcastle,Southampton,D,0,0,D,29,36,1,1
Norwich,Leicester,A,1,1,D,30,23,0,1
West Ham,Crystal Palace,D,1,0,H,43,15,1,2
Burnley,Leeds,D,0,0,D,10,22,1,1
Brentford,Brighton,A,0,0,D,8,9,0,1
Watford,Wolves,A,0,0,D,41,45,0,1
Newcastle,Leeds,D,1,1,D,29,22,1,1
Wolves,Brentford,A,0,2,A,45,8,0,0
Man City,Southampton,D,0,0,D,26,36,1,1
Norwich,Watford,A,1,1,D,30,41,0,1
Aston Villa,Everton,H,0,0,D,1,17,2,1
Brighton,Leicester,H,1,0,H,9,23,2,2
West Ham,Man United,A,1,1,D,43,27,0,1
Tottenham,Chelsea,A,0,0,D,40,13,0,1
Man United,Aston Villa,A,0,0,D,27,1,0,1
Leeds,West Ham,A,1,0,H,22,43,0,2
Leicester,Burnley,D,1,2,A,23,10,1,0
Brentford,Liverpool,D,1,1,D,8,24,1,1
Southampton,Wolves,A,0,0,D,36,45,0,1
Arsenal,Tottenham,H,3,0,H,0,40,2,2
Man United,Everton,D,1,0,H,27,17,1,2
Burnley,Norwich,D,0,0,D,10,30,1,1
Leeds,Watford,H,1,0,H,22,41,2,2
Wolves,Newcastle,H,1,1,D,45,29,2,1
Brighton,Arsenal,D,0,0,D,9,0,1,1
Crystal Palace,Leicester,D,0,2,A,15,23,1,0
West Ham,Brentford,A,0,1,A,43,8,0,0
Leicester,Man United,H,1,1,D,23,27,2,1
Norwich,Brighton,D,0,0,D,30,9,1,1
Southampton,Leeds,H,0,0,D,36,22,2,1
Brentford,Chelsea,A,0,1,A,8,13,0,0
Newcastle,Tottenham,A,1,3,A,29,40,0,0
Everton,Watford,A,1,1,D,17,41,0,1
Leeds,Wolves,D,0,1,A,22,45,1,0
Southampton,Burnley,D,1,1,D,36,10,1,1
Brighton,Man City,A,0,3,A,9,26,0,0
Brentford,Leicester,A,0,1,A,8,23,0,0
Man United,Liverpool,A,0,4,A,27,24,0,0
Burnley,Brentford,H,3,0,H,10,8,2,2
Liverpool,Brighton,D,2,1,H,24,9,1,2
Man City,Crystal Palace,A,0,1,A,26,15,0,0
Norwich,Leeds,A,0,0,D,30,22,0,1
Aston Villa,West Ham,A,1,2,A,1,43,0,0
Wolves,Everton,H,2,0,H,45,17,2,2
Brentford,Norwich,A,0,2,A,8,30,0,0
Brighton,Newcastle,D,1,0,H,9,29,1,2
Leeds,Leicester,D,1,1,D,22,23,1,1
West Ham,Liverpool,H,1,1,D,43,24,2,1
Aston Villa,Brighton,H,0,0,D,1,9,2,1
Burnley,Crystal Palace,D,2,3,A,10,15,1,0
Newcastle,Brentford,D,2,2,D,29,8,1,1
Watford,Man United,H,2,0,H,41,27,2,2
Tottenham,Leeds,H,0,1,A,40,22,2,0
Norwich,Wolves,D,0,0,D,30,45,1,1
Brighton,Leeds,D,0,0,D,9,22,1,1
Brentford,Everton,H,1,0,H,8,17,2,2
Leicester,Watford,H,3,1,H,23,41,2,2
Leeds,Crystal Palace,H,0,0,D,22,15,2,1
Southampton,Leicester,D,2,1,H,36,23,1,2
West Ham,Brighton,D,1,0,H,43,9,1,2
Wolves,Burnley,D,0,0,D,45,10,1,1
Tottenham,Brentford,H,1,0,H,40,8,2,2
Man United,Arsenal,H,1,1,D,27,0,2,1
West Ham,Chelsea,H,1,2,A,43,13,2,0
Leeds,Brentford,D,1,0,H,22,8,1,2
Everton,Arsenal,H,0,1,A,17,0,2,0
Brentford,Watford,H,0,1,A,8,41,2,0
Burnley,West Ham,D,0,0,D,10,43,1,1
Crystal Palace,Everton,H,1,0,H,15,17,2,2
Man City,Leeds,H,3,0,H,26,22,2,2
Brighton,Wolves,A,0,1,A,9,45,0,0
Crystal Palace,Southampton,D,1,2,A,15,36,1,0
Wolves,Chelsea,D,0,0,D,45,13,1,1
Tottenham,Liverpool,D,1,1,D,40,24,1,1
Man City,Leicester,H,4,0,H,26,23,2,2
Norwich,Arsenal,A,0,2,A,30,0,0,0
Tottenham,Crystal Palace,H,2,0,H,40,15,2,2
Aston Villa,Chelsea,A,1,1,D,1,13,0,1
Brighton,Brentford,H,2,0,H,9,8,2,2
Newcastle,Man United,D,1,0,H,29,27,1,2
Crystal Palace,Norwich,H,3,0,H,15,30,2,2
Watford,West Ham,A,1,2,A,41,43,0,0
Chelsea,Brighton,D,1,0,H,13,9,1,2
Brentford,Man City,A,0,1,A,8,26,0,0
Man United,Burnley,H,3,1,H,27,10,2,2
Arsenal,Man City,A,1,0,H,0,26,0,2
Watford,Tottenham,A,0,0,D,41,40,0,1
Crystal Palace,West Ham,A,0,3,A,15,43,0,0
Brentford,Aston Villa,H,1,1,D,8,1,2,1
Everton,Brighton,A,0,2,A,17,9,0,0
Chelsea,Liverpool,D,2,2,D,13,24,1,1
Man United,Wolves,A,0,0,D,27,45,0,1
Southampton,Brentford,H,2,1,H,36,8,2,2
Newcastle,Watford,D,0,0,D,29,41,1,1
Norwich,Everton,H,2,0,H,30,17,2,2
Wolves,Southampton,H,1,0,H,45,36,2,2
Aston Villa,Man United,D,0,1,A,1,27,1,0
Liverpool,Brentford,H,1,0,H,24,8,2,2
West Ham,Leeds,A,1,2,A,43,22,0,0
Brentford,Man United,A,0,0,D,8,27,0,1
Watford,Norwich,A,0,0,D,41,30,0,1
Brentford,Wolves,A,0,0,D,8,45,0,1
Leeds,Newcastle,A,0,0,D,22,29,0,1
Southampton,Man City,D,1,0,H,36,26,1,2
Arsenal,Burnley,D,0,0,D,0,10,1,1
Crystal Palace,Liverpool,A,0,2,A,15,24,0,0
Burnley,Watford,D,0,0,D,10,41,1,1
West Ham,Watford,H,0,0,D,43,41,2,1
Burnley,Man United,D,0,1,A,10,27,1,0
Man City,Brentford,H,1,0,H,26,8,2,2
Aston Villa,Leeds,D,3,2,H,1,22,1,2
Brentford,Crystal Palace,D,0,0,D,8,15,1,1
Everton,Leeds,H,2,0,H,17,22,2,2
Norwich,Man City,A,0,1,A,30,26,0,0
Tottenham,Wolves,A,0,2,A,40,45,0,0
Leicester,West Ham,D,1,1,D,23,43,1,1
West Ham,Newcastle,D,1,1,D,43,29,1,1
Arsenal,Brentford,H,0,0,D,0,8,2,1
Aston Villa,Watford,A,0,0,D,1,41,0,1
Brighton,Burnley,A,0,2,A,9,10,0,0
Liverpool,Norwich,H,0,0,D,24,30,2,1
Leeds,Man United,A,0,2,A,22,27,0,0
Wolves,Leicester,H,1,1,D,45,23,2,1
Watford,Crystal Palace,A,1,2,A,41,15,0,0
Liverpool,Leeds,H,3,0,H,24,22,2,2
Arsenal,Wolves,H,0,1,A,0,45,2,0
Leeds,Tottenham,A,0,3,A,22,40,0,0
Brentford,Newcastle,A,0,2,A,8,29,0,0
Crystal Palace,Burnley,D,1,0,H,15,10,1,2
Man United,Watford,D,0,0,D,27,41,1,1
Brighton,Aston Villa,A,0,1,A,9,1,0,0
Leicester,Leeds,H,0,0,D,23,22,2,1
Burnley,Chelsea,A,0,0,D,10,13,0,1
Newcastle,Brighton,H,2,0,H,29,9,2,2
Norwich,Brentford,A,0,1,A,30,8,0,0
Wolves,Crystal Palace,A,0,2,A,45,15,0,0
Watford,Arsenal,A,1,2,A,41,0,0,0
Tottenham,Everton,H,3,0,H,40,17,2,2
